CRSP_ID,variable,value
S.69.7.555.001,County_Name,St. Louis
S.69.7.556.001,County_Name,St. Louis
S.69.7.557.001,County_Name,St. Louis
S.73.4.2.006,County_Name,Stearns
S.69.7.559.001,County_Name,St. Louis
S.69.7.563.001,County_Name,St. Louis
S.69.7.563.002,County_Name,St. Louis
S.69.7.569.001,County_Name,St. Louis
S.69.7.570.001,County_Name,St. Louis
S.69.7.704.001,County_Name,St. Louis
S.69.7.572.001,County_Name,St. Louis
S.69.7.574.001,County_Name,St. Louis
S.69.7.575.001,County_Name,St. Louis
S.69.7.575.002,County_Name,St. Louis
S.69.7.577.001,County_Name,St. Louis
S.69.7.583.001,County_Name,St. Louis
S.69.7.584.001,County_Name,St. Louis
S.69.7.585.001,County_Name,St. Louis
S.69.7.270.001,County_Name,St. Louis
S.69.7.592.001,County_Name,St. Louis
S.69.7.592.002,County_Name,St. Louis
S.69.7.594.002,County_Name,St. Louis
S.69.7.597.001,County_Name,St. Louis
S.69.7.599.001,County_Name,St. Louis
S.69.7.600.001,County_Name,St. Louis
S.69.7.603.001,County_Name,St. Louis
S.69.7.609.001,County_Name,St. Louis
S.69.7.610.001,County_Name,St. Louis
S.69.7.611.001,County_Name,St. Louis
S.69.7.612.001,County_Name,St. Louis
S.09.7.150.001,County_Name,Carlton
S.69.7.616.001,County_Name,St. Louis
S.69.7.619.001,County_Name,St. Louis
S.69.7.620.001,County_Name,St. Louis
S.69.7.627.001,County_Name,St. Louis
S.09.4.15.001,County_Name,Carlton
S.69.7.632.001,County_Name,St. Louis
S.69.4.133.003,County_Name,St. Louis
S.69.7.635.001,County_Name,St. Louis
S.69.7.635.002,County_Name,St. Louis
S.25.4.12.003,County_Name,Goodhue
S.69.7.641.001,County_Name,St. Louis
S.69.7.642.001,County_Name,St. Louis
S.69.7.648.002,County_Name,St. Louis
S.69.7.650.001,County_Name,St. Louis
S.69.7.408.002,County_Name,St. Louis
S.69.7.652.001,County_Name,St. Louis
S.69.7.652.002,County_Name,St. Louis
S.69.7.652.003,County_Name,St. Louis
S.13.7.71.001,County_Name,Chisago
S.69.7.899.001,County_Name,St. Louis
S.69.7.660.001,County_Name,St. Louis
S.69.7.661.001,County_Name,St. Louis
S.69.7.661.002,County_Name,St. Louis
S.69.7.661.003,County_Name,St. Louis
S.69.7.661.004,County_Name,St. Louis
S.69.7.662.001,County_Name,St. Louis
HEN.665,County_Name,Hennepin
S.13.4.21.002,County_Name,Chisago
S.69.7.668.003,County_Name,St. Louis
S.69.4.36.001,County_Name,St. Louis
S.69.7.668.005,County_Name,St. Louis
S.73.4.17.002,County_Name,Stearns
S.69.7.414.001,County_Name,St. Louis
S.69.7.677.001,County_Name,St. Louis
S.69.7.680.001,County_Name,St. Louis
S.69.7.681.001,County_Name,St. Louis
S.69.7.683.001,County_Name,St. Louis
S.69.7.688.001,County_Name,St. Louis
S.69.7.688.002,County_Name,St. Louis
S.69.7.688.003,County_Name,St. Louis
S.69.7.689.001,County_Name,St. Louis
S.69.7.689.002,County_Name,St. Louis
013-071,County_Name,Freeborn
S.69.9.3329.001,County_Name,St. Louis
S.69.7.694.001,County_Name,St. Louis
S.56.4.67.001,County_Name,Otter Tail
S.69.7.694.003,County_Name,St. Louis
S.69.4.23.003,County_Name,St. Louis
S.69.7.694.005,County_Name,St. Louis
S.69.7.695.001,County_Name,St. Louis
S.69.7.696.001,County_Name,St. Louis
S.56.4.4.003,County_Name,Otter Tail
S.73.4.54.001,County_Name,Stearns
S.18.7.116.001,County_Name,Crow Wing
S.69.7.700.001,County_Name,St. Louis
S.09.7.115.001,County_Name,Carlton
S.49.4.26.002,County_Name,Morrison
S.69.7.710.001,County_Name,St. Louis
S.69.7.711.001,County_Name,St. Louis
S.69.7.712.001,County_Name,St. Louis
S.69.7.713.001,County_Name,St. Louis
S.69.7.714.001,County_Name,St. Louis
S.69.7.950.001,County_Name,St. Louis
S.69.7.382.002,County_Name,St. Louis
S.69.7.720.001,County_Name,St. Louis
S.69.7.724.001,County_Name,St. Louis
S.69.7.725.001,County_Name,St. Louis
S.69.7.725.003,County_Name,St. Louis
S.69.7.727.001,County_Name,St. Louis
S.69.7.729.001,County_Name,St. Louis
S.69.7.732.001,County_Name,St. Louis
S.69.7.733.001,County_Name,St. Louis
S.69.7.734.001,County_Name,St. Louis
S.69.7.734.002,County_Name,St. Louis
S.69.7.734.003,County_Name,St. Louis
S.69.7.737.001,County_Name,St. Louis
S.69.7.739.001,County_Name,St. Louis
S.69.7.740.001,County_Name,St. Louis
S.69.7.740.002,County_Name,St. Louis
S.69.7.740.003,County_Name,St. Louis
S.55.7.142.002,County_Name,Olmsted
S.69.7.743.001,County_Name,St. Louis
S.69.7.743.002,County_Name,St. Louis
S.69.7.745.002,County_Name,St. Louis
S.69.7.750.001,County_Name,St. Louis
S.69.7.751.001,County_Name,St. Louis
S.73.7.122.001,County_Name,Stearns
S.69.7.754.001,County_Name,St. Louis
S.69.7.755.001,County_Name,St. Louis
S.69.7.755.002,County_Name,St. Louis
S.69.7.755.003,County_Name,St. Louis
S.69.7.755.005,County_Name,St. Louis
HEN.380,County_Name,Hennepin
S.69.7.756.001,County_Name,St. Louis
S.69.7.757.001,County_Name,St. Louis
S.69.7.759.001,County_Name,St. Louis
S.69.4.9.001,County_Name,St. Louis
S.69.7.898.002,County_Name,St. Louis
S.69.7.763.001,County_Name,St. Louis
S.69.7.764.001,County_Name,St. Louis
S.69.7.766.001,County_Name,St. Louis
S.69.7.769.001,County_Name,St. Louis
S.69.7.771.001,County_Name,St. Louis
S.69.7.772.001,County_Name,St. Louis
S.56.4.82.002,County_Name,Otter Tail
S.56.4.14.002,County_Name,Otter Tail
S.73.4.5.002,County_Name,Stearns
S.69.7.784.001,County_Name,St. Louis
S.69.7.786.001,County_Name,St. Louis
S.69.7.788.001,County_Name,St. Louis
S.69.7.788.002,County_Name,St. Louis
S.69.7.788.003,County_Name,St. Louis
S.69.7.788.004,County_Name,St. Louis
S.69.7.788.005,County_Name,St. Louis
S.04.4.30.003,County_Name,Beltrami
HEN.369,County_Name,Hennepin
S.69.7.790.001,County_Name,St. Louis
S.69.7.791.001,County_Name,St. Louis
S.69.7.791.002,County_Name,St. Louis
S.69.7.792.001,County_Name,St. Louis
S.69.7.795.002,County_Name,St. Louis
S.69.7.796.001,County_Name,St. Louis
S.69.7.797.002,County_Name,St. Louis
S.69.7.798.001,County_Name,St. Louis
S.55.4.34.003,County_Name,Olmsted
S.69.7.804.001,County_Name,St. Louis
S.69.7.805.001,County_Name,St. Louis
S.69.7.807.001,County_Name,St. Louis
S.69.7.812.001,County_Name,St. Louis
S.69.7.815.001,County_Name,St. Louis
S.69.7.816.001,County_Name,St. Louis
S.69.7.817.001,County_Name,St. Louis
S.69.7.820.001,County_Name,St. Louis
S.69.7.821.001,County_Name,St. Louis
S.69.7.822.001,County_Name,St. Louis
S.69.7.823.001,County_Name,St. Louis
S.69.7.825.001,County_Name,St. Louis
S.69.7.826.001,County_Name,St. Louis
S.69.7.827.001,County_Name,St. Louis
S.69.7.829.001,County_Name,St. Louis
S.69.7.830.001,County_Name,St. Louis
S.69.7.831.001,County_Name,St. Louis
S.69.7.832.001,County_Name,St. Louis
S.69.7.241.001,County_Name,St. Louis
S.69.7.833.001,County_Name,St. Louis
S.69.7.834.001,County_Name,St. Louis
S.69.7.835.002,County_Name,St. Louis
S.69.7.836.001,County_Name,St. Louis
S.69.7.837.001,County_Name,St. Louis
S.73.7.157.002,County_Name,Stearns
S.69.7.837.003,County_Name,St. Louis
S.69.7.838.001,County_Name,St. Louis
S.69.7.839.001,County_Name,St. Louis
S.69.7.839.002,County_Name,St. Louis
S.69.7.840.001,County_Name,St. Louis
S.69.7.843.001,County_Name,St. Louis
S.69.7.844.001,County_Name,St. Louis
S.69.7.845.001,County_Name,St. Louis
S.69.7.846.002,County_Name,St. Louis
S.69.7.847.001,County_Name,St. Louis
S.69.7.848.001,County_Name,St. Louis
S.69.7.848.002,County_Name,St. Louis
S.69.7.849.001,County_Name,St. Louis
S.69.7.851.001,County_Name,St. Louis
S.69.4.65.002,County_Name,St. Louis
S.69.7.855.001,County_Name,St. Louis
S.69.7.856.001,County_Name,St. Louis
S.69.7.857.001,County_Name,St. Louis
S.69.7.859.001,County_Name,St. Louis
S.86.7.113.002,County_Name,Wright
S.69.7.860.001,County_Name,St. Louis
S.69.7.863.001,County_Name,St. Louis
S.69.7.863.002,County_Name,St. Louis
S.69.7.866.001,County_Name,St. Louis
S.69.7.867.001,County_Name,St. Louis
S.69.7.868.001,County_Name,St. Louis
S.69.7.868.002,County_Name,St. Louis
S.69.7.868.003,County_Name,St. Louis
S.69.7.869.001,County_Name,St. Louis
S.69.7.871.001,County_Name,St. Louis
S.69.7.872.001,County_Name,St. Louis
S.69.7.873.001,County_Name,St. Louis
S.55.4.18.001,County_Name,Olmsted
S.69.7.875.001,County_Name,St. Louis
S.69.7.876.001,County_Name,St. Louis
S.69.7.877.001,County_Name,St. Louis
S.69.7.878.001,County_Name,St. Louis
S.69.7.879.001,County_Name,St. Louis
S.69.7.879.002,County_Name,St. Louis
S.69.7.880.001,County_Name,St. Louis
S.56.4.84.002,County_Name,Otter Tail
S.69.7.882.001,County_Name,St. Louis
S.69.7.523.001,County_Name,St. Louis
S.09.4.61.003,County_Name,Carlton
S.69.7.886.001,County_Name,St. Louis
S.25.7.53.002,County_Name,Goodhue
S.49.4.54.001,County_Name,Morrison
S.73.7.163.002,County_Name,Stearns
S.69.7.893.001,County_Name,St. Louis
S.73.7.181.001,County_Name,Stearns
S.69.7.895.001,County_Name,St. Louis
S.49.7.259.001,County_Name,Morrison
S.56.4.19.001,County_Name,Otter Tail
S.69.7.897.002,County_Name,St. Louis
S.09.4.73.001,County_Name,Carlton
S.04.4.22.004,County_Name,Beltrami
S.73.7.125.001,County_Name,Stearns
S.86.7.123.003,County_Name,Wright
S.69.7.900.001,County_Name,St. Louis
S.69.7.901.001,County_Name,St. Louis
S.69.7.907.001,County_Name,St. Louis
S.69.7.908.001,County_Name,St. Louis
S.55.4.36.002,County_Name,Olmsted
S.69.7.912.001,County_Name,St. Louis
S.69.7.912.002,County_Name,St. Louis
S.73.4.13.004,County_Name,Stearns
S.69.7.917.001,County_Name,St. Louis
S.69.7.918.001,County_Name,St. Louis
S.69.7.922.001,County_Name,St. Louis
S.69.7.923.001,County_Name,St. Louis
S.69.7.923.002,County_Name,St. Louis
S.69.7.925.001,County_Name,St. Louis
S.69.7.927.001,County_Name,St. Louis
S.69.7.928.001,County_Name,St. Louis
S.09.4.7.003,County_Name,Carlton
S.69.7.930.001,County_Name,St. Louis
S.69.7.931.001,County_Name,St. Louis
S.69.7.933.001,County_Name,St. Louis
S.69.7.933.002,County_Name,St. Louis
S.69.7.936.001,County_Name,St. Louis
S.69.7.936.003,County_Name,St. Louis
S.69.7.937.001,County_Name,St. Louis
S.69.7.937.002,County_Name,St. Louis
S.69.7.938.001,County_Name,St. Louis
S.69.7.942.001,County_Name,St. Louis
S.69.7.942.002,County_Name,St. Louis
S.69.7.929.001,County_Name,St. Louis
S.69.7.948.001,County_Name,St. Louis
S.13.4.9.004,County_Name,Chisago
S.69.7.951.001,County_Name,St. Louis
S.18.7.123.001,County_Name,Crow Wing
S.55.4.36.001,County_Name,Olmsted
S.69.7.955.003,County_Name,St. Louis
S.69.7.958.001,County_Name,St. Louis
S.69.7.958.002,County_Name,St. Louis
S.69.7.959.001,County_Name,St. Louis
S.69.7.962.001,County_Name,St. Louis
S.69.7.962.002,County_Name,St. Louis
S.69.7.962.003,County_Name,St. Louis
S.69.7.965.001,County_Name,St. Louis
S.69.7.965.002,County_Name,St. Louis
S.69.7.965.003,County_Name,St. Louis
S.69.7.965.004,County_Name,St. Louis
S.69.7.967.001,County_Name,St. Louis
S.69.7.969.001,County_Name,St. Louis
S.69.7.970.001,County_Name,St. Louis
S.69.7.970.002,County_Name,St. Louis
S.69.7.973.001,County_Name,St. Louis
S.69.7.973.002,County_Name,St. Louis
S.69.7.975.001,County_Name,St. Louis
S.69.7.976.001,County_Name,St. Louis
S.69.7.977.001,County_Name,St. Louis
S.69.7.978.001,County_Name,St. Louis
S.69.7.980.001,County_Name,St. Louis
S.69.7.980.002,County_Name,St. Louis
S.69.7.987.001,County_Name,St. Louis
S.69.7.990.001,County_Name,St. Louis
S.69.7.991.001,County_Name,St. Louis
S.69.7.992.001,County_Name,St. Louis
S.69.7.993.001,County_Name,St. Louis
S.69.7.996.001,County_Name,St. Louis
S.43.4.1.005,County_Name,McLeod
S.69.7.898.004,County_Name,St. Louis
S.49.4.24.002,County_Name,Morrison
S.86.4.39.0010,County_Name,Wright
S.69.9.100.001,County_Name,St. Louis
S.69.9.101.001,County_Name,St. Louis
S.69.9.1022.001,County_Name,St. Louis
S.69.9.1046.001,County_Name,St. Louis
S.69.9.1047.001,County_Name,St. Louis
S.69.9.121.001,County_Name,St. Louis
S.69.9.122.001,County_Name,St. Louis
S.69.9.1530.001,County_Name,St. Louis
S.69.9.3000.001,County_Name,St. Louis
S.69.9.3001.001,County_Name,St. Louis
S.69.9.3011.001,County_Name,St. Louis
S.69.7.286.001,County_Name,St. Louis
S.73.7.165.001,County_Name,Stearns
S.69.9.3015.001,County_Name,St. Louis
S.69.9.3017.001,County_Name,St. Louis
S.69.9.3018.001,County_Name,St. Louis
S.69.9.3019.001,County_Name,St. Louis
S.69.9.3021.001,County_Name,St. Louis
S.69.9.3022.001,County_Name,St. Louis
S.69.9.3030.001,County_Name,St. Louis
S.69.9.3031.001,County_Name,St. Louis
S.73.4.9.003,County_Name,Stearns
S.69.9.3038.001,County_Name,St. Louis
S.69.9.3039.001,County_Name,St. Louis
S.69.9.3040.001,County_Name,St. Louis
S.69.9.3041.001,County_Name,St. Louis
S.69.9.3042.001,County_Name,St. Louis
S.69.9.3043.001,County_Name,St. Louis
S.69.9.3044.001,County_Name,St. Louis
S.69.9.3046.001,County_Name,St. Louis
051-030,County_Name,Freeborn
S.69.4.2.001,County_Name,St. Louis
S.69.9.3052.001,County_Name,St. Louis
S.69.9.3053.001,County_Name,St. Louis
S.69.9.3056.001,County_Name,St. Louis
S.69.9.3059.001,County_Name,St. Louis
S.69.9.3062.001,County_Name,St. Louis
S.69.7.256.001,County_Name,St. Louis
S.69.7.653.001,County_Name,St. Louis
S.69.4.31.002,County_Name,St. Louis
S.69.9.3068.001,County_Name,St. Louis
S.18.4.45.002,County_Name,Crow Wing
S.56.4.9.003,County_Name,Otter Tail
HEN.674,County_Name,Hennepin
S.73.4.44.001,County_Name,Stearns
045-060,County_Name,Freeborn
S.69.9.3079.001,County_Name,St. Louis
S.69.9.3080.001,County_Name,St. Louis
S.86.4.6.0010,County_Name,Wright
S.09.7.114.001,County_Name,Carlton
S.69.9.3086.001,County_Name,St. Louis
S.69.9.3090.001,County_Name,St. Louis
S.09.7.117.001,County_Name,Carlton
S.86.4.33.004,County_Name,Wright
S.69.9.3094.001,County_Name,St. Louis
S.69.9.3096.001,County_Name,St. Louis
S.69.9.3098.001,County_Name,St. Louis
S.69.9.3101.001,County_Name,St. Louis
S.69.9.3102.001,County_Name,St. Louis
S.69.9.3105.001,County_Name,St. Louis
S.69.9.3106.001,County_Name,St. Louis
S.73.4.74.001,County_Name,Stearns
S.69.9.3111.001,County_Name,St. Louis
S.69.9.3128.001,County_Name,St. Louis
S.69.9.3129.001,County_Name,St. Louis
S.69.4.11.001,County_Name,St. Louis
S.56.4.10.002,County_Name,Otter Tail
S.69.9.3133.001,County_Name,St. Louis
S.69.9.3134.001,County_Name,St. Louis
S.69.9.3137.001,County_Name,St. Louis
S.69.9.3141.001,County_Name,St. Louis
S.69.9.3143.001,County_Name,St. Louis
020-033,County_Name,Freeborn
HEN.669,County_Name,Hennepin
S.73.4.5.003,County_Name,Stearns
S.69.9.3154.001,County_Name,St. Louis
038-020,County_Name,Freeborn
S.56.4.50.002,County_Name,Otter Tail
S.69.9.3171.001,County_Name,St. Louis
S.69.9.3182.001,County_Name,St. Louis
S.69.9.3225.001,County_Name,St. Louis
S.69.9.3231.001,County_Name,St. Louis
S.69.9.3248.001,County_Name,St. Louis
S.69.9.3250.001,County_Name,St. Louis
S.69.9.3387.001,County_Name,St. Louis
S.69.9.3391.001,County_Name,St. Louis
S.55.4.16.002,County_Name,Olmsted
S.69.9.3411.001,County_Name,St. Louis
S.69.9.3412.001,County_Name,St. Louis
S.69.9.3416.001,County_Name,St. Louis
S.69.7.415.001,County_Name,St. Louis
S.69.9.3424.001,County_Name,St. Louis
S.69.9.3425.001,County_Name,St. Louis
S.69.9.3426.001,County_Name,St. Louis
S.69.9.3428.001,County_Name,St. Louis
S.69.9.3429.001,County_Name,St. Louis
S.69.9.3430.001,County_Name,St. Louis
S.69.9.3431.001,County_Name,St. Louis
S.69.9.3432.001,County_Name,St. Louis
S.69.9.3433.001,County_Name,St. Louis
S.69.9.3434.001,County_Name,St. Louis
S.69.9.3435.001,County_Name,St. Louis
S.69.9.3442.001,County_Name,St. Louis
S.69.9.3443.001,County_Name,St. Louis
S.69.9.3444.001,County_Name,St. Louis
S.69.9.3445.001,County_Name,St. Louis
S.69.9.3446.001,County_Name,St. Louis
S.69.9.3447.001,County_Name,St. Louis
S.69.9.3448.001,County_Name,St. Louis
S.69.9.3451.001,County_Name,St. Louis
S.69.9.3452.001,County_Name,St. Louis
S.69.9.3453.001,County_Name,St. Louis
S.69.9.3455.001,County_Name,St. Louis
S.69.9.3457.001,County_Name,St. Louis
S.69.9.3459.001,County_Name,St. Louis
S.69.9.3460.001,County_Name,St. Louis
S.69.9.3462.001,County_Name,St. Louis
S.69.9.3463.001,County_Name,St. Louis
HEN.648,County_Name,Hennepin
S.69.9.3475.001,County_Name,St. Louis
S.69.9.3477.001,County_Name,St. Louis
S.69.9.3478.001,County_Name,St. Louis
S.69.9.3480.001,County_Name,St. Louis
S.69.9.3481.001,County_Name,St. Louis
S.69.9.3484.001,County_Name,St. Louis
S.69.9.3487.001,County_Name,St. Louis
S.69.9.3488.001,County_Name,St. Louis
S.69.9.3489.001,County_Name,St. Louis
S.69.9.3490.001,County_Name,St. Louis
S.69.9.3492.001,County_Name,St. Louis
S.69.9.3498.001,County_Name,St. Louis
S.69.9.3507.001,County_Name,St. Louis
S.69.9.3509.001,County_Name,St. Louis
S.69.9.3511.001,County_Name,St. Louis
S.69.9.3522.001,County_Name,St. Louis
S.69.9.3523.001,County_Name,St. Louis
S.69.9.3527.001,County_Name,St. Louis
S.69.9.3528.001,County_Name,St. Louis
S.69.9.8104.001,County_Name,St. Louis
S.69.9.8106.001,County_Name,St. Louis
S.69.7.234.001,County_Name,St. Louis
S.69.9.8108.001,County_Name,St. Louis
S.69.9.8110.001,County_Name,St. Louis
S.18.7.112.001,County_Name,Crow Wing
S.69.9.8112.001,County_Name,St. Louis
S.69.9.8114.001,County_Name,St. Louis
S.73.7.197.003,County_Name,Stearns
S.69.9.8115.002,County_Name,St. Louis
S.69.9.8116.001,County_Name,St. Louis
S.69.9.8117.001,County_Name,St. Louis
S.69.9.8119.001,County_Name,St. Louis
S.69.9.8122.001,County_Name,St. Louis
S.69.9.8125.001,County_Name,St. Louis
S.69.9.8126.001,County_Name,St. Louis
S.69.9.8126.002,County_Name,St. Louis
S.69.9.8128.001,County_Name,St. Louis
S.69.9.8130.001,County_Name,St. Louis
S.69.9.8131.002,County_Name,St. Louis
S.69.9.8133.001,County_Name,St. Louis
S.69.9.8135.001,County_Name,St. Louis
S.69.9.8138.001,County_Name,St. Louis
S.69.9.8143.001,County_Name,St. Louis
S.69.9.8144.001,County_Name,St. Louis
S.69.9.8145.001,County_Name,St. Louis
S.69.9.8146.001,County_Name,St. Louis
S.69.9.8147.001,County_Name,St. Louis
S.69.9.8148.001,County_Name,St. Louis
S.69.9.8153.001,County_Name,St. Louis
S.69.9.8155.001,County_Name,St. Louis
S.69.9.8160.001,County_Name,St. Louis
S.69.9.8170.001,County_Name,St. Louis
S.18.7.119.001,County_Name,Crow Wing
S.69.9.8174.001,County_Name,St. Louis
S.69.9.8176.001,County_Name,St. Louis
S.69.9.8203.001,County_Name,St. Louis
S.69.9.8204.001,County_Name,St. Louis
S.69.9.8205.001,County_Name,St. Louis
S.73.7.121.001,County_Name,Stearns
S.69.9.8211.002,County_Name,St. Louis
S.69.9.8216.001,County_Name,St. Louis
031-050,County_Name,Freeborn
S.69.9.9105.001,County_Name,St. Louis
S.69.9.9110.001,County_Name,St. Louis
S.69.9.9114.001,County_Name,St. Louis
S.69.9.9115.001,County_Name,St. Louis
S.69.9.9116.001,County_Name,St. Louis
S.69.9.9117.001,County_Name,St. Louis
S.69.9.9123.001,County_Name,St. Louis
S.55.4.25.003,County_Name,Olmsted
S.69.9.9204.001,County_Name,St. Louis
S.69.9.9207.001,County_Name,St. Louis
S.69.9.9211.001,County_Name,St. Louis
S.69.9.9212.001,County_Name,St. Louis
S.55.4.3.001,County_Name,Olmsted
S.69.9.9213.001,County_Name,St. Louis
S.69.9.9216.001,County_Name,St. Louis
S.69.9.9218.001,County_Name,St. Louis
S.69.9.9222.001,County_Name,St. Louis
S.69.9.9223.001,County_Name,St. Louis
S.69.9.9225.001,County_Name,St. Louis
S.69.9.9227.001,County_Name,St. Louis
S.69.9.9229.001,County_Name,St. Louis
S.69.9.9231.001,County_Name,St. Louis
HEN.644,County_Name,Hennepin
S.69.9.9237.001,County_Name,St. Louis
S.69.9.9241.001,County_Name,St. Louis
S.69.9.9242.001,County_Name,St. Louis
S.69.9.9244.001,County_Name,St. Louis
S.69.7.259.002,County_Name,St. Louis
S.55.4.10.003,County_Name,Olmsted
S.43.4.15.001,County_Name,McLeod
S.18.4.4.001,County_Name,Crow Wing
S.04.4.5.003,County_Name,Beltrami
S.09.4.1.002,County_Name,Carlton
S.86.7.123.002,County_Name,Wright
S.69.9.3036.001,County_Name,St. Louis
S.73.4.1.003,County_Name,Stearns
S.43.7.63.001,County_Name,McLeod
S.69.4.61.001,County_Name,St. Louis
013-070,County_Name,Freeborn
S.69.9.3394.001,County_Name,St. Louis
S.04.4.20.001,County_Name,Beltrami
006-030,County_Name,Freeborn
S.09.7.152.001,County_Name,Carlton
S.49.4.19.002,County_Name,Morrison
S.43.4.9.003,County_Name,McLeod
S.69.7.803.001,County_Name,St. Louis
S.69.9.8102.001,County_Name,St. Louis
S.69.7.818.001,County_Name,St. Louis
S.09.4.1.005,County_Name,Carlton
S.56.4.84.003,County_Name,Otter Tail
S.86.7.133.001,County_Name,Wright
S.69.7.885.002,County_Name,St. Louis
S.09.4.3.003,County_Name,Carlton
S.69.9.3109.001,County_Name,St. Louis
S.09.4.1.006,County_Name,Carlton
S.86.4.22.001,County_Name,Wright
S.69.7.359.002,County_Name,St. Louis
S.18.4.20.003,County_Name,Crow Wing
S.18.4.20.004,County_Name,Crow Wing
S.09.4.1.004,County_Name,Carlton
S.69.7.898.001,County_Name,St. Louis
S.69.4.113.001,County_Name,St. Louis
S.86.4.19.004,County_Name,Wright
S.73.4.13.001,County_Name,Stearns
S.69.4.103.001,County_Name,St. Louis
S.69.4.33.001,County_Name,St. Louis
046-040,County_Name,Freeborn
S.69.7.697.001,County_Name,St. Louis
S.18.4.28.002,County_Name,Crow Wing
S.73.4.83.001,County_Name,Stearns
S.69.7.761.001,County_Name,St. Louis
S.56.4.31.002,County_Name,Otter Tail
S.69.9.3014.001,County_Name,St. Louis
S.49.4.21.001,County_Name,Morrison
S.49.7.202.001,County_Name,Morrison
S.43.4.33.001,County_Name,McLeod
S.69.7.452.001,County_Name,St. Louis
S.56.4.72.001,County_Name,Otter Tail
