CRSP_ID,County_Name,Start_Description,End_Description
S.69.7.180.001,St. Louis,2.7 Miles West of Intersection of Cussan Loop Rd and Slade Rd,1.75 Miles West of Melgeorge Resort Rd and Co Hwy 180
S.69.7.183.001,St. Louis,Intersection of Van Horn Rd and MN 73,2.64 Miles West of Intersection of Van Horn Rd and MN 73
S.69.7.184.001,St. Louis,T-Intersection of Co Hwy 18 and Co Hwy 161,.35 Miles South of T-Intersection of Co Hwy 18 and Co Hwy 161
S.69.7.489.001,St. Louis,Grant McMahan Blvd,Private Drive
S.69.7.184.003,St. Louis,North T-Intersection of CR 184 and MN 73,South T-Intersection of CR 184 and MN 73
S.69.7.185.001,St. Louis,T-Intersection of Saralampi Rd and Arkola Rd,1.03 Miles North of T-Intersection of Saralampi Rd and Arkola Rd
S.69.7.186.001,St. Louis,T-Intersection of Savanna Rd and W Fine Lakes Rd,.18 Miles South of Intersection of S Savanna Rd and Tamarack Rd
S.69.7.186.004,St. Louis,T-Intersection of Romanek Rd and Savanna Rd,T-Intersection of Savanna Rd and U.S. Route 2
S.69.7.186.005,St. Louis,T-Intersection of N Savanna Rd and MN 73,3.17 Miles North of T-Intersection of N Savanna Rd and MN 73
S.69.7.189.001,St. Louis,T-Intersection of Eagle Rd and MN 73,T-Intersection of Eagle Rd and Hwy 133
S.69.7.191.001,St. Louis,Intersection of Adams Rd and MN 73,1.36 Miles North of Intersection of Adams Rd and MN 73
S.69.7.192.001,St. Louis,T-Intersection of Stremel Rd and Co Hwy 29,.75 Miles North of Intersection of Simi Rd and Stremel Rd
S.69.7.193.001,St. Louis,Intersection of Hill Rd and Co Hwy 133,1 Mile North of Intersection of Hill Rd and Co Hwy 133
S.69.7.194.001,St. Louis,.16 Miles North of Intersection of N Kingfisher Rd and Church Rd,.59 Miles South of Intersection of S Kingfisher Rd and Co Hwy 133
S.69.7.195.001,St. Louis,.50 Miles South of Intersection of Condor Rd and Co Hwy 133,1 Mile North of Condor Rd and Church Rd
S.69.7.196.001,St. Louis,T-Intersection of Creek Rd and Co Hwy 133,T-Intersection of Creek Rd and Van Buren Rd
S.56.4.65.003,Otter Tail,Henning Corp Lmts,MNTH 108
S.49.4.43.002,Morrison,W LIMITS PIERZ,MN TH 25
S.69.7.200.001,St. Louis,T-Intersection of Co Hwy 193 and Meadowlands Trunk Rd,Intersection of Meadowlands Trunk Rd and Co Hwy 133
S.69.7.201.001,St. Louis,Intersection of Co Hwy 201 and Co Hwy 155,T-Intersection of Co Hwy 201 and Watsula Rd
S.69.7.201.002,St. Louis,T-Intersection of Co Hwy 201 and Co Hwy 83,.51 South of T-Intersection of Co Hwy 201 and Co Hwy
S.69.7.202.001,St. Louis,1.11 Miles North of Overton Rd and Owl Ave,T-Intersection of Owl Ave and Co Hwy 29
S.69.7.203.001,St. Louis,1.12 Miles South of Intersection of Owl Ave and Co Hwy 52,.24 Miles North of Intersection of Owl Ave and Co Hwy 52
S.69.7.204.001,St. Louis,1 Mile South of Co Hwy 204 and Racek Rd,T-Intersection of Co Hwy 29 and Co Hwy 204
S.69.7.207.001,St. Louis,T-Intersection of Stickney Rd and Co Hwy 28,T-Intersection of Stickney Rd and Co Hwy 52
S.69.7.207.002,St. Louis,.29 Miles West of Intersection of Kolu Rd and Co Hwy 213,T-Intersection of S Admiral Rd and Kolu Rd
S.69.7.208.001,St. Louis,T-Intersection of Poplar Rd and Co Hwy 29,Poplar Rd and Co Hwy 208
S.69.7.21.001,St. Louis,Intersection of Canosia Rd and E St. Louis River Rd,Intersection of MN 33 and W St. Louis River Rd
S.69.7.210.001,St. Louis,Intersection of Aspen Rd and Birch Rd,Intersection of Aspen Rd and Poplar Rd
S.69.7.211.001,St. Louis,T-Intersection of Blue Spruce Rd and Co Hwy 133,Intersection of Blue Spruce Rd and Poplar Rd
S.69.7.213.001,St. Louis,T-Intersection of Carlson Rd and Co Hwy 213,T-Intersection of Co Hwy 213 and Co Hwy 28
S.69.7.215.001,St. Louis,T-Intersection of Kelsey Rd and Clarence Herald Rd,.49 Miles South of T-Intersection of Clarence Herald Rd and Kelsey Rd
S.69.7.22.001,St. Louis,255 Feet West of Intersection of Sunnyside Dr and Pohjola Rd,.2 Miles West of Intersection of Sunnyside Dr and Pohjola Rd
S.69.7.220.001,St. Louis,1.3 Miles North of Intersection of Shipley Rd and Stoney Brook Rd,Intersection of Stoney Brook Rd and Co Hwy 47
S.69.7.221.001,St. Louis,.48 Miles South of Co Hwy 52 and Murphy Rd,1.15 Miles North of Intersection of Murphy Rd and Co Hwy 52
S.69.7.222.001,St. Louis,Intersection of N Shore Dr and Stoney Point Dr,Intersection of N Shore Dr and Stoney Point Dr
S.49.7.283.001,Morrison,MN TH 25,MN TH 27
S.69.7.223.002,St. Louis,Intersection of Munger Shaw Rd and Maple Grove Rd,1.98 Miles North of Intersection of Munger Shaw Rd and Maple Grove Rd
S.69.7.223.003,St. Louis,T-Intersection of Munger Shaw Rd and Seville Rd,Intersection of Munger Shaw Rd and U.S. Route 53
S.69.7.223.004,St. Louis,T-Intersection of Munger Shaw Rd and CR 223,.15 Miles South of T-Intersection of Munger Shaw Rd and CR 223
S.69.7.223.005,St. Louis,T-Intersection of Munger Shaw Rd and Taft Rd,5.59 Miles North of T-Intersection of Munger Shaw Rd and Taft Rd
S.69.7.223.006,St. Louis,Intersection of Munger Shaw Rd and 3 Lakes Rd,2.49 Miles South of Intersection of Munger Shaw Rd and 3 Lakes Rd
S.69.7.223.007,St. Louis,T-Intersection of Water Hen Rd and Comstock Lake Rd,Intersection of Water Hen Rd and W Lake Rd
S.69.7.224.001,St. Louis,T-Intersection of Canosia Rd and Twig Blvd,Intersection of Canosia Rd and Tyback Rd
S.69.7.224.002,St. Louis,T-Intersection of Mink Rd and Comstock Lake Rd,.20 Miles North of Intersection of W Mink Rd and Cameron Dr
S.69.7.225.001,St. Louis,Intersection of Co Hwy 225 and Co Hwy 29,.32 Miles South of Intersection of Fisher Rd and Co Hwy 29
S.69.7.226.001,St. Louis,Intersection of Co Hwy 226 and Co Hwy 29,Intersection of Figrcaus Rd and Dart Rd
S.69.7.227.001,St. Louis,Intersection of Andrews Junction Rd and Co Hwy 133,Intersection of Co Hwy 227 and Co Hwy 226
S.47.4.33.001,Meeker,CSAH 9,CSAH 14
S.69.7.230.002,St. Louis,Intersection of Co Hwy 230 and Co Hwy 52,Intersection of Co Hwy 230 and S Overton Rd
S.69.7.230.003,St. Louis,T-Intersection of Co Hwy 27 and Co Hwy 230,Intersection of Co Hwy 230 and Co Hwy 83
S.69.7.231.001,St. Louis,Intersection of App Rd and W Knife River Rd,Intersection of W Knife River Rd and Homestead Rd
S.69.7.232.001,St. Louis,T-Intersection of Lake Nichols Rd and Co Hwy 7,Intersection of Lake Nichols Rd and S Shore Dr
S.73.4.67.001,Stearns,Maple Ave SE,191st Ave
S.69.7.232.003,St. Louis,Intersection of Elora Lake Rd and Berklund Rd,.43 Miles North of Intersection of Elora Lake Rd and Berklund Rd
S.69.7.233.001,St. Louis,Intersection of Holland Rd and Reid Rd,.49 Miles North of Intersection of Holland Rd and Reid Rd
S.69.9.3081.001,St. Louis,Roosevelt St,Hoodoo Rd
S.73.7.167.002,Stearns,0.51 miles S of Co Rd 17,Co Rd 17
S.69.7.234.002,St. Louis,T-Intersection of W Calvary Rd and Rice Lake Rd,T-Intersection of W Calvary Rd and Howard Gnesen Rd
S.69.7.238.001,St. Louis,T-Intersection of Abbott Rd and Co Hwy 4,T-Intersection of Abbott Rd and Island Lake Dr
S.69.7.238.002,St. Louis,T-Intersection of Abbott Rd and Island Lake Dr,T-Intersection of Abbott Rd and Rice Lake Rd
S.69.7.239.001,St. Louis,T-Intersection of Hingeley Rd and Bush Rd,T-Intersection of Bush Rd and U.S. Route 2
S.56.4.5.002,Otter Tail,MNTH 210,Clitherall Corp Lmts
S.69.7.243.001,St. Louis,T-Intersection of Rice Lake Rd and Miller Rd,.49 Miles West of Intersection of Rice Lake Rd and Miller Rd
S.73.4.60.001,Stearns,2nd Ave NW,0.07 miles E of 3rd Ave NE
S.69.7.246.001,St. Louis,.07 Miles North of W Tischer Rd and Eagle Lake Rd,T-Intersection of Eagle Lake Rd and Martin Rd
S.69.7.246.002,St. Louis,T-Intersection of Eagle Lake Rd and Lismore Rd,T-Intersection of Emerson Rd and Jean Duluth Rd
S.69.7.247.001,St. Louis,T-Intersection of Howard Gnesen Rd and Hicken Rd,Intersection of Hicken Rd and Arnold Rd
S.69.7.250.001,St. Louis,T-Intersection of Pioneer Junction Rd and Smith River Rd,1 Mile North of T-Intersection of Pioneer Junction Rd and Smith River Rd
S.69.7.252.001,St. Louis,T-Intersection Medin Rd and Jean Duluth Rd,T-Intersection of Medin Rd and Maxwell Rd
S.69.7.255.001,St. Louis,T-Intersection of Shilhon Rd and Korkki Rd,2.2 Miles East of Intersection of Shilhon Rd and Homestead Rd
S.73.4.23.002,Stearns,0.23 miles NW of 6th St NW,""
045-020,Freeborn,HAMMER,N LIMS ALBERT LEA
S.69.7.258.002,St. Louis,T-Intersection of Lismore Rd and Bergquist Rd,Intersection of E Pioneer Rd and McQuade Rd
S.69.7.259.001,St. Louis,Intersection of W Beyer Rd and Rice Lake Rd,.43 Miles West of Intersection of W Beyer Rd and Rice Lake Rd
S.69.9.3070.001,St. Louis,White City Rd,Lake Leander Rd
S.69.7.259.003,St. Louis,T-Intersection of Beyer Rd and Arnold Rd,.37 Miles East of T-Intersection of Beyer Rd and Arnold Rd
S.69.7.259.004,St. Louis,T-Intersection of Beyer Rd and Jean Duluth Rd,T-Intersection of Beyer Rd and Washburn Rd
S.69.7.259.005,St. Louis,Intersection of Beyer Rd and N Tischer Rd,.52 Miles West of Intersection of Beyer Rd and N Tischer Rd
S.69.7.260.001,St. Louis,Intersection of S Vincent Rd and MN 2,.37 Miles North of Intersection of S Vincent Rd and MN 2
S.69.7.260.002,St. Louis,T-Intersection of Lakewood Junction Rd and Lester River Rd,E Lakewood Junction Rd and Lakewood Rd
S.69.7.262.001,St. Louis,Intersection of Co Hwy 155 and Co Hwy 262,.33 Miles South of Co Hwy 155 and Co Hwy 262
S.69.7.266.001,St. Louis,T-Intersection of Fox Farm Rd and Pequaywan Lake Rd,T-Intersection of Two Harbors Rd and Culbertson Rd
S.69.7.266.003,St. Louis,T-Intersection of Laine Rd and Nappa Rd,T-Intersection of Rossini Rd and Pequaywan Lake Rd
S.69.7.267.001,St. Louis,Intersection of Laine Rd and Rossini Rd,.46 Miles North of Intersection of Laine Rd and Rossini Rd
S.69.7.268.001,St. Louis,T-Intersection of Jzeirski Rd and Normanna Rd,.53 Miles East of T-Intersection of Jzeirski Rd and Normanna Rd
S.56.4.35.004,Otter Tail,MNTH 210,225th St
S.69.7.269.002,St. Louis,.07 Miles North of Intersection of Boulder Dam Rd and Nordberg Rd,.20 Miles North of Intersection of Otter River and Boulder Dam Rd
S.69.7.271.001,St. Louis,T-Intersection of App Rd and W Knife River Rd,T-Intersection of Two Harbors Rd and App Rd
S.69.7.273.001,St. Louis,T-Intersection of Old Vermilion Trail and Normanna Rd,3.84 Miles North of T-Intersection of Old Vermilion Trail and Normanna Rd
S.69.7.273.002,St. Louis,Cannon Ball Lake Rd,Island Lake Falls Rd
S.69.7.274.002,St. Louis,Thompson Lake Road,Dead end - minimum maintenance road
S.69.8.982.001,St. Louis,Caribou Lake Rd,Miller Trunk Hwy
S.55.7.146.001,Olmsted,S Broadway Ave,20th St SE
S.69.7.278.001,St. Louis,Schultz Lake Rd,Dead End
S.69.7.279.001,St. Louis,Abbot Rd,Rice Lake Rd
S.49.7.234.001,Morrison,CSAH 26,IDEAL RD
S.49.4.104.001,Morrison,TH 10,CSAH 115
S.69.7.281.002,St. Louis,Dead End,Dead End
S.69.7.281.003,St. Louis,Dead End - Gravel Road,Unknown - No Streetview
S.69.7.282.001,St. Louis,McDonnell Rd,S Cant Rd
S.69.7.283.001,St. Louis,Lester Riber Rd,Lakewood Rd
S.69.7.284.001,St. Louis,Old Hwy 61,4th St
S.18.4.11.001,Crow Wing,TH 371 (Southern),TH 371 (Northern)
S.69.9.3033.001,St. Louis,"",CR 443
S.49.4.103.001,Morrison,CSAH 8,E LIMITS HILLMAN
S.69.7.287.001,St. Louis,Howard Gnessen Rd,Arnold Rd
S.69.7.288.001,St. Louis,Howard Gnesen Rd,Dead End
S.69.9.3145.001,St. Louis,Ely Babbitt Rd,""
S.69.7.289.002,St. Louis,Woodland Road,Rehbein Rd
S.69.7.290.002,St. Louis,Old North Shore Rd,US HWY 61
S.69.7.290.004,St. Louis,Ryan Rd,Scenic Dr
S.69.7.291.001,St. Louis,Lavaque Rd,Private Property
S.56.7.122.001,Otter Tail,CSAH 35,Underwood Corp Lmts
S.69.7.294.001,St. Louis,Lavaque Rd,Tower Rd
S.69.7.296.002,St. Louis,Air Base Rd,Swan Lake Rd
S.43.4.107.001,McLeod,USTH 212,MNTH 9
S.69.7.302.002,St. Louis,Hwy 68,T-Intersection; No Streetview
S.69.7.289.001,St. Louis,Martin Rd,W. Tischer Rd
S.69.7.303.002,St. Louis,Hwy 68,Taylor Rd/Hwy 68
S.69.7.303.003,St. Louis,Asula Rd,Dead End
S.69.7.303.004,St. Louis,CSAH 135,Dead End
S.69.7.304.001,St. Louis,CSAH 169,Dead End
S.69.7.305.001,St. Louis,Dead End,Dead End
S.69.7.305.002,St. Louis,Dead End,Unknown- No Streetview
S.69.7.306.001,St. Louis,Unknown- No Streetview,Dead End
S.69.7.483.001,St. Louis,Old Miller Trunk Hwy,Old Miller Trunk Hwy
S.69.7.307.002,St. Louis,Rice River Rd,Unknown- No Streetview
S.69.7.308.001,St. Louis,Sand Lake Rd,Sand Lake Rd
S.69.7.308.002,St. Louis,US Highway 53,Continuation - Street does not end
S.69.7.309.001,St. Louis,CR 557,Hwy 7
S.69.7.310.001,St. Louis,Unknown - No Streetview,CR 788 - Admiral Rd
S.73.4.17.006,Stearns,0.29 miles W of Co Rd 9,170th Ave
S.69.7.310.003,St. Louis,CR 329,Unknown - No Streetview
S.69.7.311.001,St. Louis,Norway Ridge Rd,Dead End - No Streetview
S.69.7.312.001,St. Louis,Zin Rd,Fermoy Rd
S.69.4.112.001,St. Louis,Ely Babbitt Rd (CSAH 70),CSAH 70
S.69.7.313.001,St. Louis,CR 661,Townline Rd
S.69.7.313.002,St. Louis,CSAH 37,Iron Junction Rd
S.69.7.314.001,St. Louis,CR 547,Dead End - No Streetview
S.69.7.315.001,St. Louis,Iron Jct Rd,Hwy 101
S.69.7.316.001,St. Louis,Admiral Rd,Butler Rd
S.69.7.317.001,St. Louis,Unknown - No Streetview,Elbow Lake Rd
013-020,Freeborn,W LIM GLENVILLE,TH 65
S.69.7.318.001,St. Louis,UT 6412,Dead End
S.69.7.318.002,St. Louis,Dead End,Dead End
S.69.7.319.001,St. Louis,CSAH 7,Curve in Road - Prior to CR 1022
S.69.7.320.001,St. Louis,Hwy 7,Dead End
S.69.7.322.001,St. Louis,Railroad Crossing - CSAH 59,Unknown - No Streetview
S.69.7.322.002,St. Louis,Clyde Rd,McKinley Rd
S.69.7.328.001,St. Louis,Molian Rd,Dead Emd
S.69.7.329.001,St. Louis,Townline Rd,Hwy 37
S.43.7.92.001,McLeod,McLeod CTH 2/Grove Ave,MNTH 7
S.69.7.330.001,St. Louis,CSAH 4,CR 340
S.69.7.332.001,St. Louis,CR 122,Dead End - No Streetview
S.69.7.333.001,St. Louis,CSAH 108,Vermillion Trl
S.56.4.24.001,Otter Tail,CSAH 88,Rothsay Corp Lmts
S.09.4.26.002,Carlton,I-35 overpass,intersection with Carlton Rd
S.69.7.338.001,St. Louis,CR 340,Town Line Rd
S.69.7.339.001,St. Louis,Unknown - No Streetview,Vermillion Trl
S.69.7.340.001,St. Louis,Unknown - No Streetview,CR 338
S.69.7.341.001,St. Louis,Evergreen Rd,Abrupt ending
S.69.7.961.001,St. Louis,Hwy 23,Hwy 53
S.69.7.343.002,St. Louis,Hwy 99,Private Driveway
S.69.7.344.001,St. Louis,Mattson Rd,Town Line Rd
S.69.7.344.002,St. Louis,Town Line Rd,E Bodas Rd
S.69.7.344.003,St. Louis,Palo Rd 41,Trigstad Rd
S.69.7.344.004,St. Louis,0.15 W. of Intersection - No Streetview,Hwy 99
S.69.7.345.001,St. Louis,Aurora Rd,Silanpaa Rd
S.69.7.346.001,St. Louis,In a Field - No Streetview,CSAH 110
S.69.7.351.001,St. Louis,CR 122,CSAH 108
S.69.7.353.001,St. Louis,Hwy 44,0.5 miles N of CSAH 16
S.69.7.355.001,St. Louis,CR 813,Townline Rd
S.69.7.356.001,St. Louis,Anton Rd,Hwy 22
S.69.7.356.002,St. Louis,Range Line Rd,Private Property
S.69.7.356.003,St. Louis,Farm Access Road,CSAH 23
S.69.7.358.001,St. Louis,Salo Rd,Beckman Rd
S.56.4.83.001,Otter Tail,MNTH 78,Battle Lake Corp Lmts
S.69.7.360.001,St. Louis,Salo rd,UT 6416
S.69.7.360.002,St. Louis,CSAH 21,CR 979
S.69.7.360.003,St. Louis,CSAH 21,Pulkinew Rd
S.69.7.364.002,St. Louis,E Taylor Rd,Dead End
S.86.4.2.004,Wright,Custer Street,Church Street
S.69.7.365.002,St. Louis,Taylor Rd,Pike Rd
S.69.7.366.001,St. Louis,CR 303,Farm Access Road
S.69.7.367.001,St. Louis,CR 416,CR 364
S.69.7.368.001,St. Louis,Hwy 169,Private Property
S.69.7.369.001,St. Louis,Allavus Rd,Private Property
S.69.7.372.001,St. Louis,Hwy 101,Hwy 7
S.69.7.374.001,St. Louis,CR 303,Unknown - No Streetview
S.69.7.379.001,St. Louis,Hwy 21,Skyline Rd
S.69.7.381.001,St. Louis,Co H68,Private Property
S.86.4.30.0010,Wright,N River Street,Sounty Line Road SE
S.69.7.384.001,St. Louis,CSAH 7,Private Driveway Intersections
S.69.7.385.001,St. Louis,Private Drive,CSAH 16
S.69.7.386.001,St. Louis,Private Driveway,CSAH 16
S.09.4.2.001,Carlton,MN 33,Crosby Rd/CR 119
S.69.7.391.001,St. Louis,Hwy 7,Dead End
S.69.7.392.001,St. Louis,Heritage Trail,Oak Dr
S.69.7.392.002,St. Louis,Heritage Trail,Dead End
S.69.7.393.001,St. Louis,Unknown - No Streetview,Heritage Trail
S.43.4.32.001,McLeod,MNTH 15,USTH 212
S.69.7.403.001,St. Louis,Unknown - No Streetview,Unknown - No Streetview
S.47.4.14.002,Meeker,0.5 miles east of E. Curran St,.25 miles east of 250th St
S.55.4.7.003,Olmsted,TH 42,USTH 14
S.56.4.9.001,Otter Tail,USTH 59,Pelican Rapids Corp Lmts
S.69.7.406.001,St. Louis,Olson Rd,Willow River Rd
S.69.7.753.001,St. Louis,Segment terminates at driveway to residence,Sturgeon Rd / CR 65
S.69.7.408.003,St. Louis,Hwy 1/Hwy 169,Dead End
S.69.7.409.001,St. Louis,Wiseman Rd,Hwy 135
S.69.7.410.001,St. Louis,US HWY 169,Wiseman Rd
S.43.7.69.001,McLeod,.03 mi W of 9th St,USTH 212
S.69.7.413.001,St. Louis,Hard Hat Rd,Gruben Rd
030-020,Freeborn,S LIMS,N LIMS MYRTLE
S.13.4.30.007,Chisago,Intersection of South St and Forest Blvd,T-Intersection of Forest Blvd and Old Sawmill Rd
S.69.7.416.001,St. Louis,CSAH 138,Hwy 21
S.69.7.418.001,St. Louis,CSAH 115,Dock on Southside Frazer Bay
S.69.7.420.002,St. Louis,Johnson Rd,Dead End
S.69.7.421.001,St. Louis,Hwy 1,CSAH 87
S.69.7.422.001,St. Louis,CSAH 24 - Crane Lake Rd,CSAH 24
S.69.7.422.002,St. Louis,CSAH 24 - Crane Lake Rd,CSAH 24
S.69.7.422.003,St. Louis,CSAH 24 - Crane Lake Rd,CSAH 24
S.69.7.422.004,St. Louis,CSAH 24 - Crane Lake Rd,CSAH 24
S.69.7.424.001,St. Louis,CSAH 24 - Crane Lake Rd,Dock on Crane Lake €
S.69.7.425.001,St. Louis,CSAH 24 - Crane Lake Rd,Dock on Crane Lake (W)
S.69.7.426.001,St. Louis,CSAH 24 - Crane Lake Rd,N Susan Lake Rd Dock
S.69.7.427.001,St. Louis,E Leander Rd,Private Property
S.43.4.1.003,McLeod,3rd Ave S,.14 mi N of CTH 23/1st Ave N
S.69.7.430.001,St. Louis,CR 467 - Heino Rd,Hwy 1
S.69.7.431.001,St. Louis,Johnson Rd,Hwy 115
S.69.7.431.002,St. Louis,Hwy 115,Vermillion Drive
S.69.7.432.001,St. Louis,S Yoki Rd,Private Property
S.69.7.433.001,St. Louis,CR 230,Private Property
S.69.7.434.001,St. Louis,Tark Rd,Private Property
S.69.7.434.002,St. Louis,Unknown - Dead End,CSAH 27
S.69.7.436.001,St. Louis,W Tark Rd,Hwy 83
S.69.7.436.002,St. Louis,Hwy 7,Dead End
S.69.7.437.001,St. Louis,Hwy 5,Dead End
S.69.7.442.001,St. Louis,CSAH 73,Hwy 5
S.13.4.37.003,Chisago,"",T-Intersection of 1st St and Chestnut St
S.56.4.24.004,Otter Tail,Erhard Corp Lmts,Erhard Corp Lmts
S.69.7.445.002,St. Louis,Barrett Rd,Barrett Rd/UT 8122
S.69.7.447.001,St. Louis,CSAH 37,Private Property
S.69.7.448.001,St. Louis,CSAH 16,Private Property
S.69.7.449.001,St. Louis,Town Line Rd,Hwy 37
S.69.7.450.001,St. Louis,CSAH 5,Mesaba Park Rd
S.69.7.451.001,St. Louis,Hwy 92,Hayes Rd
S.18.4.28.001,Crow Wing,CSAH 12,Hematite St
S.69.7.452.002,St. Louis,CSAH 5,Dead End
S.69.7.452.003,St. Louis,Gerzin Rd,CSAH 7
S.69.9.3064.001,St. Louis,Dewey Lake Dr,N Long Lake Rd
S.69.7.453.002,St. Louis,Hayes Rd,US HWY 169
S.69.7.455.002,St. Louis,Fectos Rd,Dead End
S.18.4.3.001,Crow Wing,TH 210,Lakeview Ln
S.69.7.457.002,St. Louis,Bonner Rd,US HWY 169
S.69.7.460.001,St. Louis,Chisolm Rd,Dead End
S.47.4.20.002,Meeker,Bluefield Rd,MNTH 4
S.69.7.464.001,St. Louis,Day Lake Rd,Hobson Lake Rd
S.69.7.467.001,St. Louis,Hwy 25,Heino Rd
S.69.7.467.002,St. Louis,Heino Rd,US HWY 53
S.69.7.467.003,St. Louis,CSAH 169,Dead End
S.69.7.468.001,St. Louis,Hwy 5,Island Lake
S.69.7.468.002,St. Louis,Dewery Lake Rd,UT 3044
S.69.7.469.001,St. Louis,Smith Rd,Sherwood Anderson Rd
S.69.7.472.001,St. Louis,Willow River Rd,Dead End
S.69.7.472.002,St. Louis,Dead End,Pelican Lake
S.69.7.474.001,St. Louis,Wiseman Rd,Private Drive
S.69.7.475.001,St. Louis,Hwy 5,McCarthy Beach Rd
S.69.7.476.001,St. Louis,Hwy 1,Angus Rd
S.69.7.477.001,St. Louis,CSAH 27,Dead End
S.86.4.9.001,Wright,Emerson Ave SW,50th St SW
S.69.7.481.001,St. Louis,Hwy 65,Carpenter Rd
S.69.7.481.002,St. Louis,Carpenter Rd,CSAH 73
S.69.9.3393.001,St. Louis,Lost Lake Rd / CR 108,Red Pine Dr / Pincherry Rd
S.73.7.112.001,Stearns,Hwy 71,Hwy 71
S.69.7.487.001,St. Louis,E Fall Rd,E Gustafson Rd
S.69.7.487.002,St. Louis,UT 7973,Hwy 25
S.69.7.488.001,St. Louis,E Lind Rd,S Burtness Rd
S.69.7.488.002,St. Louis,CSAH 1,Olson Rd
S.43.4.2.002,McLeod,Oak Leaf Rd,MNTH 22/ 10th St E
S.49.4.28.001,Morrison,W CO LINE,USTH 10
S.69.7.491.001,St. Louis,Hwy 5,Private Property
S.69.7.491.003,St. Louis,CSAH 73,Murray Rd
S.69.7.491.004,St. Louis,Goodell Rd,Anton Rd
S.69.7.492.001,St. Louis,Range Line Rd,Private Property
S.69.7.492.002,St. Louis,Carpenter Rd,Private Rd - Dead End
S.69.7.492.004,St. Louis,US HWY 53,Ralph Rd
S.69.7.494.001,St. Louis,Chisholm Rd,Steckel Rd
S.69.7.495.001,St. Louis,Hwy 5,Dead End
S.69.7.495.002,St. Louis,Dead End,Range Line Rd
S.69.9.3190.001,St. Louis,"",""
S.69.7.498.001,St. Louis,Range Line Rd,Dead End
S.69.7.500.001,St. Louis,Hwy 25,Dead End
S.69.7.501.001,St. Louis,Hwy 5,Ski Trail Rd
S.69.7.501.003,St. Louis,Private Property,Private Property
S.69.7.505.001,St. Louis,CR 962,Greany Rd
S.69.7.505.002,St. Louis,Dead End,Dead End
S.69.7.508.001,St. Louis,Hwy 73,Van Horn Rd
S.69.7.512.001,St. Louis,CSAH 87,CR 948
029-023,Freeborn,W LIMITS FREEBORN,E LIMS FREEBORN
S.69.7.755.006,St. Louis,Ramshaw Rd / CR 755,CR 101
S.69.7.517.001,St. Louis,You Camp Rd,US HWY 53
HEN.350,Hennepin,@ CSAH 151,@ CO RD 26
S.69.7.629.001,St. Louis,Miller Trunk Rd,Hwy 97
S.69.7.242.001,St. Louis,T-Intersection of Rehbein Rd and Howard Gnesen Rd,Intersection of Rehbein Rd and Arnold Rd
S.69.7.527.001,St. Louis,Peary Rd,Dead End
S.69.7.528.001,St. Louis,Private Property,W Riek Rd
S.69.7.528.002,St. Louis,W Olson Rd,S Willow River Rd
S.69.7.529.001,St. Louis,Green Rock Rd,Sturgeon Lake
S.69.7.530.001,St. Louis,N Pike Lake Rd,Kehtel Rd
S.69.7.530.003,St. Louis,Comstock Lake Rd,Dead End
S.69.7.531.001,St. Louis,Munger Shaw Rd,Dead End
S.69.7.534.001,St. Louis,Hwy 5,Korpi Rd
S.69.7.534.002,St. Louis,Private Property,Fraser Rd
S.69.7.535.001,St. Louis,W. Olson Rd,Dead End
S.69.7.535.002,St. Louis,S Willow River Rd,Dead End
S.69.7.537.001,St. Louis,Farmers Rd,Dead End
S.69.7.540.001,St. Louis,Carpenter Rd,Dead End
S.69.4.29.002,St. Louis,CSAH 133,CSAH 229
S.69.7.541.001,St. Louis,CSAH 15,Dead End
S.69.7.542.001,St. Louis,CSAH 7,Dead End
S.69.7.546.001,St. Louis,McComber Rd,Private Property
S.69.7.547.001,St. Louis,CR 52,Rudy Perpich Memorial Dr
S.69.7.547.002,St. Louis,Rudy Perpich Memorial Dr,Brimson Rd
S.69.7.550.001,St. Louis,CR 213,Private Property
S.69.7.551.001,St. Louis,Big Rice Lake Rd,Private Property
S.69.7.551.002,St. Louis,CSAH 169,Private Property
S.69.7.553.001,St. Louis,W St Louis River Rd,Private Property
S.69.7.555.001,St. Louis,CR 310,Private Property
S.69.7.556.001,St. Louis,Elbow Lake Rd,Private Property
S.69.7.557.001,St. Louis,CSAH 7,Zim Rd
S.73.4.2.006,Stearns,11th St SW,410th St
S.69.7.559.001,St. Louis,Willow River Rd,CR 559
S.69.7.563.001,St. Louis,Arkola Rd,Arkola Rd
S.69.7.563.002,St. Louis,Peary Rd,Murphy Rd
S.69.7.569.001,St. Louis,Lake County Hwy 15,Railroad
S.69.7.570.001,St. Louis,CSAH 8,Hwy 47
S.69.7.704.001,St. Louis,Rainey Rd,Dead End
S.69.7.572.001,St. Louis,W Melrude Rd,Private Property
S.69.7.574.001,St. Louis,CSAH 68,Private Property
S.69.7.575.001,St. Louis,CSAH 108,Dead End
