,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
39,S.13.4.30.005,,1,1,1,,,14764.59384,,Chisago,Greater MN,13,4,CSAH,30,North Branch,Forest Blvd,Intersection of 372nd St and Forest Blvd,Intersection of 400th St and Forest Blvd,,,2013,5740,2.796324592,29.29,0,0,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2011),None,None,12,Paved,8,Undivided,NV,3,Present,Present,None,None,None,27,10,14,1,NV,52,18.59583832,,32,2,5,0,0,9,1,3,3,0,1,0,0,1,1,4,7,19,32,13027200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
2473,S.86.4.60.001,,1,1,3,,,1869.981534,,Wright,Greater MN,86,4,CSAH,60,,"Center Ave S, 2nd St S",Nelson Blvd,Buffalo Ave N,,,2016,1295,0.354163169,0.84,0,0,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-lane,Undivided,2-lane Undivided,30,Statutory,None,None,12,Paved,6,Undivided,NV,1,None,None,Both Sides,One Side,None,8,5,17,0,1,31,87.53027612,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,177800,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1222,S.69.9.3078.001,,1,1,1,,,1029.415783,,St. Louis,Greater MN,69,9,TWNS,3078,,Palmquist Dr,W Norway St,E Westwood Dr,,,2015,50,0.19496511,0.02,0,0,Rural,Rural,RG,Rural,YES,YES,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,Unknown,Unknown,11.5,Unknown,Unknown,Undivided,NV,Unknown,Unknown,Unknown,None,None,None,6,Not Applicable,11,Not Applicable,Not Applicable,17,87.1950882,Street view not available. Road Access count may be off.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3441,S.73.4.63.001,,1,1,3,,,2797.886012,,Stearns,Greater MN,73,4,CSAH,63,,Hazel Ave E,Elm St,Hwy 55,,,2015,915,0.529902654,0.88,2,3.77,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2016),None,None,12,Curb & Gutter,6,Undivided,NV,1,None,Present,Both Sides,Both Sides,None,12,6,26,0,2,46,86.8083971,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7800,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
44,S.13.4.32.002,,1,1,1,,,1279.250567,,Chisago,Greater MN,13,4,CSAH,32,Center City,N Main St,Intersection of N Main St and Louise Ave,.24 Miles West of Intersection of N Main St and Louise Ave,,,2013,1190,0.242282304,0.53,1,4.13,Suburban,Urban,UG,UG,YES,nv,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory ,None,None,12,Paved,8,Undivided,NV,3,Present,Present,None,One Side,None,1,9,2,NV,NV,12,49.52899897,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1616,013-030,,1,1,6,013-030,N,2144.115649,,Freeborn,Greater MN,24,4,CSAH,13,GLENVILLE,,TH 65,SHELL ROCK RIVER,,,2013,1465,0.406082509,1.09,0,0,Small Town,Rural,RG,Rural,YES,nv,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2014),None,None,12,Curb & Gutter,17,Undivided,NV,NV,None,Present,Both Sides,Both Sides,None,11,3,9,0,12,35,86.18938071,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,605600,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
46,S.13.4.37.001,,1,1,1,,,2645.778585,,Chisago,Greater MN,13,4,CSAH,37,Center City,310th St,Intersection of 310th St and Oasis Rd,T-Intersection of 310th St and Pleasant Valley Rd,,,2013,2150,0.501094429,1.97,0,0,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2009),None,None,12,Paved,5,Undivided,NV,2C,Present,Present,None,None,None,2,5,11,NV,NV,18,35.92137321,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7800,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
1888,113-010,,1,1,6,113-010,N,1119.991388,,Freeborn,Greater MN,24,7,CR,113,OAKLAND,,CSAH #34,RAILROAD IN OAKLAND,,,2013,140,0.212119581,0.05,1,4.71,Small Town,Rural,RG,Rural,YES,nv,Industrial,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Unknown,Unknown,Undivided,NV,NV,None,None,Both Sides,None,None,5,1,6,0,6,18,84.85779533,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
49,S.13.4.39.001,,1,1,1,,,2091.839715,,Chisago,Greater MN,13,4,CSAH,39,Rush City,Fairfield Ave,Intersection of W 4th St and Fairfield Ave,.4 Miles North of Intersection of W 4th St and Fairfield Ave,,,2013,1150,0.396181764,0.83,0,0,Suburban,Urban,UG,UG,YES,nv,Commercial,Paved,2-Lane,Undivided,2-Lane Undivided,45,Imagery (2008),None,None,12,Paved,8,Undivided,NV,2C,Present,Present,None,One Side,None,4,7,NV,3,NV,14,35.33731551,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,15600,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
50,S.13.4.39.002,,1,1,1,,,9761.277119,,Chisago,Greater MN,13,4,CSAH,39,Rush City,Fairfield Ave,.4 Miles North of Intersection of W 4th St and Fairfield Ave,Intersection of 530th St and Fairfield Ave,,,2013,1150,1.848726727,3.88,0,0,Rural,Rural,NA,NA,NO,nv,Agricultural,Gravel,2-Lane,Undivided,2-Lane Undivided,45,Imagery (2008),None,None,12,None,NV,Undivided,NV,3,N/A (Gravel),N/A (Gravel),None,None,None,5,1,12,9,NV,27,14.60464632,,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,11087000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
3286,S.56.4.90.001,,1,1,2,,,375.7616894,,Otter Tail,Greater MN,49,4,CSAH,90,,Henning St E,S Lincoln Ave,S Lake Ave,,,2015,995,0.071166987,0.13,0,0,Small Town,Rural,RG,Rural,YES,nv,Commercial,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2008),None,None,13.5,Paved,0,None,NV,1,Present,None,One Side,None,None,4,2,0,0,0,6,84.30875444,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7800,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
52,S.13.4.4.002,,1,1,1,,,22462.14061,,Chisago,Greater MN,13,4,CSAH,4,,Acacia Trail,Intersection of Rush Point Dr and Acacia Trail,T-Intersection of N Lake Dr and Acacia Trail,,,2013,610,4.254193297,4.74,12,2.82,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,50,Imagery (2009),None,None,11,Gravel,4,Undivided,NV,3,Present,Present,None,None,None,19,5,23,16,NV,63,14.80891807,2009 Google Earth Imagery,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,450400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
3439,S.73.4.61.001,,1,1,3,,,824.3671391,,Stearns,Greater MN,73,4,CSAH,61,,"N 4th St W, 2st Ave N",Co Rd 13,Co Rd 13,,,2013,460,0.15613014,0.13,0,0,Small Town,Rural,RG,Rural,YES,nv,Commercial,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Curb & Gutter,6,Undivided,NV,1,None,None,Both Sides,Both Sides,None,8,2,3,0,0,13,83.26387206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
54,S.13.4.5.002,,1,1,1,,,21247.25335,,Chisago,Greater MN,13,4,CSAH,5,Rush City,,,,,,2013,140,4.024101013,1.03,8,1.99,Rural,Rural,NA,NA,NO,nv,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,,,,,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
55,S.13.4.6.001,,1,1,1,,,13443.79201,,Chisago,Greater MN,13,4,CSAH,6,Stanchfield,,.82 Miles West of T-Intersection of Basswood Rd W and 500th St W,T-Intersection of Acacia Trail and 492nd St,,,2016,160,2.54617273,0.74,7,2.75,Rural,Rural,NA,NA,NO,nv,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2466,S.86.4.6.003,,1,1,3,,,3622.10306,,Wright,Greater MN,86,4,CSAH,6,,7th Ave,15th St,6th St,,,2016,3500,0.686004367,4.38,0,0,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-lane,Undivided,2-lane Undivided,30,Imagery (2017),None,None,12.5,Curb & Gutter,6,Undivided,NV,1,Present,Present,Both Sides,Both Sides,None,15,6,36,0,0,57,83.08985001,,8,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,6,8,303800,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
57,S.13.4.7.002,,1,1,1,,,8942.098718,,Chisago,Greater MN,13,4,CSAH,7,Rush City,Rush Point Dr,Rush Point Dr overpass I-35,Intersection of W 8th St and S Bremer Ave,,,2013,1955,1.693579303,6.04,3,1.77,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2009),None,None,11.5,None,NV,Undivided,NV,3,Present,Present,None,None,None,13,6,9,2,1,31,18.30442776,,9,1,4,1,0,1,0,0,1,0,0,0,0,0,1,1,1,6,9,893800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
58,S.13.4.8.001,,1,1,1,,,38933.46022,,Chisago,Greater MN,13,4,CSAH,8,,Cedarcrest Trail,Intersection of Cedarcrest Trail and 325th Ave NE,T-Intersection of Stark Rd and Cedarcrest Trail,,,2013,660,7.373761404,8.88,15,2.03,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,55,Statutory ,None,None,11,None,NV,Undivided,NV,3,Present,Present,None,None,None,5,5,18,1,NV,29,3.932863895,No Google Street View,8,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,6,8,220800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
59,S.13.4.9.001,,1,1,1,,,5982.73007,,Chisago,Greater MN,13,4,CSAH,9,Center City,Summit Ave,T-Intersection of Lake Blvd and Andrews Ave,T-Intersection of Park Trail and Oasis Rd,,,2013,3550,1.133092816,7.34,4,3.53,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2009),None,None,11,None,NV,Undivided,NV,3,Present,Present,None,One Side,None,9,9,10,NV,NV,28,24.71112657,,10,0,1,0,0,6,0,0,1,0,0,0,0,0,0,1,0,9,10,240200,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
3154,S.56.4.35.002,,1,1,2,,,2814.018224,,Otter Tail,Greater MN,49,4,CSAH,35,,Central Ave,CSAH 82,Court St,,,2015,1000,0.532957997,0.97,1,1.88,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2009),None,None,12,Curb & Gutter,6,Paint,NV,1,None,Present,Both Sides,Both Sides,None,10,5,26,0,3,44,82.55810074,,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,31200,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
2983,S.43.4.111.001,,1,1,8,,,3944.054521,,McLeod,Greater MN,43,4,CSAH,111,,McLeod CTH 111/155th St,USTH 212,MNTH 7,,,2013,480,0.746980023,0.65,0,0,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Curb & Gutter,6,Undivided,NV,1,None,Present,Both Sides,One Side,None,25,3,30,0,2,60,80.32343323,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,94800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1764,039-010,,1,1,6,039-010,N,799.0507424,,Freeborn,Greater MN,24,4,CSAH,39,TWIN LAKES,,CSAH 16,RIVER ST,,,2013,160,0.151335368,0.04,0,0,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Curb & Gutter,11,Undivided,NV,NV,None,Present,Both Sides,None,None,3,0,9,0,0,12,79.29408814,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
137,S.69.4.118.001,,1,1,1,,,668.0478817,,St. Louis,Greater MN,69,4,CSAH,118,Winton,CSAH 118,West Street,CSAH 117,,,2015,315,0.12652422,0.07,0,0,Small Town,Rural,RG,Rural,YES,YES,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Paved,6,None,None,2C,None,Present,None,None,None,7,1,1,0,1,10,79.03625092,Stops at odd location - break between this segment and S.69.7.781.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
64,S.13.4.9.006,,1,1,1,,,6349.675531,,Chisago,Greater MN,13,4,CSAH,9,Rush City,Evergreen Ave,T-Intersection of Evergreen Ave and Rush Point Dr,T-Intersection of Evergreen Ave and Evergreen Ct,,,2013,325,1.202590063,0.71,0,0,Rural,Rural,NA,NA,NO,nv,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
2541,S.86.7.143.001,,1,1,3,,,1336.146333,,Wright,Greater MN,86,7,CR,143,,Elliot Ave NW,112th St NW,Co Rd 8 NW,,,2016,440,0.253058018,0.2,1,3.95,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-lane,Undivided,2-lane Undivided,30,Statutory,None,None,12,Gravel,3,Undivided,NV,2C,Present,Present,None,None,None,5,5,10,0,0,20,79.03325958,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
66,S.13.7.54.002,,1,1,1,,,2515.297344,,Chisago,Greater MN,13,7,CR,54,Rush City,Fairfield Ave,Intersection of W 4th St and Fairfield Ave,T-Intersection of Fairfield Dr and Rush Point Dr,,,2013,2050,0.476382073,1.78,0,0,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,45,Imagery (2009),None,None,11,Composite,5,Undivided,NV,3,Present,Present,None,None,None,5,1,2,1,NV,9,18.89239859,Google Earth 2009 Imagery,4,0,1,0,0,3,0,2,1,0,1,0,0,0,0,1,1,2,4,272600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
67,S.13.7.55.001,,1,1,1,,,10880.65369,,Chisago,Greater MN,13,7,CR,55,Rush City,Rushseba Trail,T-Intersection of 517th St and Rushseba Trail,Intersection of W 4th St and S Bremer Ave,,,2013,535,2.060729865,2.01,4,1.94,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,35,Statutory ,None,None,10.5,None,NV,Undivided,NV,3,Present,Present,None,None,None,6,4,37,5,NV,52,25.23377804,,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,684800,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,1
68,S.13.7.55.002,,1,1,1,,,6841.607786,,Chisago,Greater MN,13,7,CR,55,Rush City,Governement Rd,T-Intersection of 517th St and Government Rd,Intersection of Government Rd and 530th St,,,2013,150,1.29575905,0.35,3,2.32,Rural,Rural,NA,NA,NO,nv,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,,,,,,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,170000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1725,031-030,,1,1,6,031-030,N,1407.508157,,Freeborn,Greater MN,24,4,CSAH,31,CLARKS GROVE,,W LIM CLARKS GROVE,CNW RAILROAD,,,2013,740,0.266573515,0.36,0,0,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2016),None,None,12,Curb & Gutter,7,Undivided,NV,NV,None,Present,Both Sides,One Side,None,1,0,19,0,1,21,78.77751861,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3026,S.43.4.6.001,,1,1,8,,,3292.921671,,McLeod,Greater MN,43,4,CSAH,6,,McLeod CTH 6,McLeod CTH 1,Shady Creek Dr/Fairlawn Ave E,,,2013,2120,0.623659407,2.41,0,0,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2014),None,None,12,Curb & Gutter,6,Undivided,NV,1,None,Present,None,None,None,12,3,34,0,0,49,78.56852541,,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,5,280400,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
71,S.13.7.59.001,,1,1,1,,,14986.71263,,Chisago,Greater MN,13,7,CR,59,,460th St,Intersection of 460th St and Galaxy Ave,Intersection of 460th St and Government Rd,,,2013,105,2.838392544,0.54,0,0,Rural,Rural,NA,NA,NO,nv,Natural,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
3725,S.49.4.102.001,,1,1,3,,,1893.778295,49.102.01,Morrison,Greater MN,49,4,CSAH,102,,DE GRAFF AVE,CSAH 28,CSAH 14,,,2013,840,0.358670132,0.55,0,0,Small Town,Rural,RG,Rural,YES,nv,Mixed Use,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Curb & Gutter,14,Undivided,NV,NV,Present,Present,Both Sides,Both Sides,None,11,3,9,0,5,28,78.06616033,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15600,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1830,076-010,,1,1,6,076-010,N,1371.254679,,Freeborn,Greater MN,24,7,CR,76,EMMONS,,CSAH #14,HIGH STREET IN EMMONS.,,,2013,615,0.259707326,0.29,1,3.85,Small Town,Rural,RG,Rural,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Imagery (2014),None,None,12,Curb & Gutter,7.5,Undivided,NV,NV,None,Present,Both Sides,Both Sides,None,4,1,11,0,4,20,77.00976458,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87000,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
3432,S.73.4.55.001,,1,1,3,,,1042.3409,,Stearns,Greater MN,73,4,CSAH,55,,Washburn Ave,Wells St,Main St,,,2013,1450,0.197413049,0.52,0,0,Small Town,Rural,RG,Rural,YES,nv,Commercial,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,12,Curb & Gutter,6,Undivided,NV,1,None,Present,Both Sides,Both Sides,None,8,6,1,0,0,15,75.98281904,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1114,S.69.7.945.001,,1,1,1,,,1744.529989,,St. Louis,Greater MN,69,7,CR,945,,Main Street,Main Street,Winton Point Rd,,,2015,170,0.330403407,0.1,3,9.08,Small Town,Rural,RG,Rural,YES,YES,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,None,None,11,Gravel,6,Undivided,NV,2C,None,Present,None,None,None,6,Not Applicable,19,Not Applicable,Not Applicable,25,75.6650793,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,87000,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
76,S.13.7.67.001,,1,1,1,,,7485.512881,,Chisago,Greater MN,13,7,CR,67,North Branch,Keystone Ave,Intersection of Keystone Ave and St. Croix Trail,Intersection of 375th St and Keystone Ave,,,2009,135,1.417710773,0.35,0,0,Rural,Rural,NA,NA,NO,nv,Industrial,Gravel,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,NV,N/A (Gravel),N/A (Gravel),NV,NV,NV,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA
1202,S.69.9.3050.001,,1,1,1,,,702.7453747,,St. Louis,Greater MN,69,9,TWNS,3050,,N Forest Ln,E Donnywood Cir,E Donnywood Cir,,,Default,54,0.133095715,0.01,0,0,Rural,Rural,RG,Rural,YES,YES,Natural,Paved,2-Lane,Undivided,2-Lane Undivided,30,Statutory,Unknown,Unknown,9,Unknown,Unknown,Undivided,NV,Unknown,Unknown,Present,None,None,None,4,Not Applicable,6,Not Applicable,Not Applicable,10,75.13389899,Street view not available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
78,S.13.7.68.001,,1,1,1,,,19612.39627,,Chisago,Greater MN,13,7,CR,68,North Branch,Falcon Ave N,Intersection of Falcon Ave and St. Croix Trail,1 Mile South of T-Intersection of 370th St and Lyons St,,,2016,1795,3.71446899,12.17,0,0,Suburban,Urban,UG,UG,YES,nv,Residential,Paved,2-Lane,Undivided,2-Lane Undivided,55,Imagery (2011),None,None,11.5,Composite,5,Undivided,NV,3,Present,Present,None,None,None,18,NV,38,4,2,62,16.69148408,,14,0,3,0,0,7,0,3,1,0,0,1,0,0,0,3,3,8,14,833400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,0
2544,S.86.7.153.001,,1,1,3,,,562.787938,,Wright,Greater MN,86,7,CR,153,,Jackson Ave SW,1st St SW,Cokato St W,,,2016,3480,0.106588625,0.68,0,0,Small Town,Rural,RG,Rural,YES,nv,Commercial,Paved,2-lane,Undivided,2-lane Undivided,30,Statutory,None,None,12,Curb & Gutter,6,Undivided,NV,1,None,Present,Both Sides,None,None,3,5,0,0,0,8,75.05491349,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
1937,HEN.176,,1,1,5,RP.176,,780.6102587,,Hennepin,Metro MN,27,0,,110,Mound,Commerce Blvd,@ COMM DRWY-L/AUDITORS ROAD-R,N OF AUDITORS TO S OF CSAH 15,4.55,4.66,2016,8365,0.147842852,2.26,0,0,Small Town,Rural,RM,Rural,YES,Y,Commercial,Paved,4-Lane,Undivided,Multi-Lane Undivided,30,Imagery 15,None,None,12,Curb & Gutter,2,Undivided,NV,3,None,Present,None,Both Sides,None,2,5,1,0,3,11,74.40332656,There's one small area for parking in a 'bump-out'.,11,0,2,0,0,4,0,0,1,0,0,0,0,0,0,1,1,9,11,327200,,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,,0,0,0,0,0,0,0,0,,NA,NA,NA,NA,NA
